鄉鎮市區,土地面積平方公尺,租賃年月日,租賃層次,建物型態,單價元平方公尺
The villages and towns urban district,land shifting total area square meter,transaction year month and day,shifting level,building state,the unit price (NTD / square meter)
大安區,50.21,,六層,其他,323.9
士林區,93.99,,八層,透天厝,448.9
內湖區,132.49,,十層,套房(1房1廳1衛),192.8
中正區,241.65,,六層,套房(1房1廳1衛),207.4
文山區,26.34,,六層,公寓(5樓含以下無電梯),220.1
士林區,176.46,,三層,廠辦,368.7
中山區,117.05,,十三層,其他,247.5
中正區,113.97,,十層,其他,274.7
內湖區,52.39,,八層,華廈(10層含以下有電梯),316.2
大同區,287.25,,十八層,華廈(10層含以下有電梯),647.6
萬華區,201.82,,九層,廠辦,476.9
內湖區,201.46,,四層,廠辦,285.1
中正區,108.71,,十三層,透天厝,399.5
中正區,119.7,,十層,其他,275.1
中正區,73.56,,四層,公寓(5樓含以下無電梯),354.3
文山區,275.76,,二十一層,公寓(5樓含以下無電梯),464.7
信義區,256.76,,四層,透天厝,437.6
松山區,169.89,,十一層,辦公商業大樓,680.6
南港區,149.58,,十四層,店面(店鋪),572.9
南港區,70.13,,地下一層,廠辦,-14.5
北投區,110.61,,地下一層,華廈(10層含以下有電梯),-14.9
文山區,129.58,,四層,公寓(5樓含以下無電梯),265.1
北投區,44.5,,五層,公寓(5樓含以下無電梯),242.1
文山區,67.06,,一層,其他,308.1
大安區,125.27,,十四層,辦公商業大樓,513.1
文山區,65.56,,十二層,店面(店鋪),533.6
中正區,83.86,,三層,套房(1房1廳1衛),201.9
萬華區,129.31,,十一層,其他,492.5
北投區,38.89,,地下一層,公寓(5樓含以下無電梯),-78.6
中正區,112.26,,八層,公寓(5樓含以下無電梯),319.2
南港區,156.55,,十層,公寓(5樓含以下無電梯),363.7
大同區,156.65,,九層,公寓(5樓含以下無電梯),288.6
中山區,241.69,,一層,其他,433.6
信義區,121.99,,十一層,廠辦,415.6
大安區,88.97,,二層,其他,339.4
內湖區,295.4,,十一層,公寓(5樓含以下無電梯),403.4
士林區,141.62,,十八層,辦公商業大樓,810.2
文山區,96.67,,三層,華廈(10層含以下有電梯),291.5
南港區,284.47,,三層,廠辦,307.7
文山區,183.37,,十五層,辦公商業大樓,249.1
文山區,162.98,,二十一層,其他,358.3
萬華區,171.01,,一層,透天厝,724.6
大安區,92.91,,十四層,辦公商業大樓,510.4
萬華區,180.06,,二層,廠辦,459.1
中正區,73.46,,地下層,華廈(10層含以下有電梯),27.9
內湖區,258.16,,六層,公寓(5樓含以下無電梯),277.8
信義區,242.24,,十八層,其他,548.8
文山區,158.98,,十三層,其他,140.1
萬華區,82.51,,九層,辦公商業大樓,600.7
中正區,94.19,,十二層,住宅大樓(11層含以上有電梯),431.4
中山區,44.59,,七層,其他,265.9
士林區,139.39,,地下一層,其他,-11.5
內湖區,81.73,,十五層,辦公商業大樓,278.8
松山區,113.43,,九層,套房(1房1廳1衛),347.1
士林區,166.99,,九層,透天厝,485.1
大安區,14.02,,十一層,公寓(5樓含以下無電梯),540.5
北投區,257.7,,八層,華廈(10層含以下有電梯),291.9
萬華區,280.04,,地下層,廠辦,107.6
大同區,44.9,,十三層,公寓(5樓含以下無電梯),257.0
信義區,40.55,,十一層,其他,336.0
中正區,107.21,,十一層,廠辦,419.1
松山區,257.36,,七層,公寓(5樓含以下無電梯),486.1
內湖區,142.1,,二層,辦公商業大樓,389.9
大安區,298.04,,六層,辦公商業大樓,551.4
中山區,129.32,,五層,套房(1房1廳1衛),238.7
內湖區,253.4,,十一層,辦公商業大樓,509.6
大同區,33.91,,十八層,公寓(5樓含以下無電梯),568.7
中山區,439.52,,十三層,廠辦,347.4
大安區,294.84,,四層,店面(店鋪),761.7
南港區,85.65,,十五層,辦公商業大樓,323.3
南港區,107.18,,五層,華廈(10層含以下有電梯),390.7
萬華區,174.31,,十二層,公寓(5樓含以下無電梯),497.0
北投區,484.22,,十一層,店面(店鋪),661.6
中正區,129.82,,地下一層,廠辦,2.0
大安區,70.41,,十八層,其他,644.1
信義區,103.74,,十五層,廠辦,197.8
內湖區,149.82,,地下一層,套房(1房1廳1衛),-152.4
南港區,16.34,,六層,店面(店鋪),585.5
內湖區,191.9,,十四層,公寓(5樓含以下無電梯),248.4
內湖區,127.42,,十二層,店面(店鋪),577.0
南港區,21.37,,八層,辦公商業大樓,409.7
信義區,244.95,,八層,住宅大樓(11層含以上有電梯),411.1
士林區,60.42,,十三層,辦公商業大樓,490.9
中山區,230.43,,四層,店面(店鋪),668.4
北投區,101.88,,八層,店面(店鋪),505.1
北投區,50.74,,四層,住宅大樓(11層含以上有電梯),340.6
中正區,238.95,,七層,店面(店鋪),646.0
萬華區,482.0,,十三層,透天厝,575.1
大同區,160.09,,十八層,其他,482.2
萬華區,232.09,,十五層,透天厝,454.4
萬華區,143.26,,十五層,公寓(5樓含以下無電梯),374.3
內湖區,9.58,,一層,廠辦,414.2
松山區,82.49,,十二層,透天厝,540.1
南港區,339.88,,一層,透天厝,583.0
中正區,160.77,,六層,辦公商業大樓,434.9
中正區,43.64,,七層,廠辦,321.6
南港區,55.14,,十一層,透天厝,500.1
士林區,86.01,,一層,透天厝,631.7
文山區,16.43,,二層,店面(店鋪),515.4
文山區,82.04,,三層,其他,135.6
松山區,80.52,,八層,辦公商業大樓,548.6
信義區,330.21,,七層,華廈(10層含以下有電梯),422.7
文山區,183.4,,地下層,透天厝,-41.7
中正區,100.58,,二十一層,其他,446.9
內湖區,167.95,,一層,華廈(10層含以下有電梯),509.4
信義區,27.0,,地下層,公寓(5樓含以下無電梯),-38.4
松山區,106.29,,地下層,套房(1房1廳1衛),-29.3
萬華區,234.84,,十四層,套房(1房1廳1衛),327.3
中正區,308.76,,五層,套房(1房1廳1衛),236.8
中山區,233.32,,六層,公寓(5樓含以下無電梯),348.4
內湖區,477.43,,一層,辦公商業大樓,587.3
信義區,119.0,,三層,公寓(5樓含以下無電梯),324.9
萬華區,153.87,,二十一層,辦公商業大樓,802.3
中正區,158.65,,十三層,透天厝,403.7
北投區,418.73,,三層,華廈(10層含以下有電梯),315.2
文山區,72.9,,地下層,辦公商業大樓,-14.0
北投區,176.94,,地下層,其他,-215.3
內湖區,206.34,,三層,套房(1房1廳1衛),156.5
文山區,60.08,,九層,透天厝,323.7
中山區,20.18,,二十一層,住宅大樓(11層含以上有電梯),639.6
信義區,402.98,,二十一層,住宅大樓(11層含以上有電梯),650.0
南港區,213.84,,十四層,住宅大樓(11層含以上有電梯),379.8
信義區,200.89,,九層,公寓(5樓含以下無電梯),352.0
內湖區,73.31,,三層,辦公商業大樓,379.7
文山區,378.99,,地下一層,廠辦,-70.9
士林區,61.9,,一層,透天厝,629.7
中正區,23.11,,一層,套房(1房1廳1衛),370.6
松山區,71.74,,十二層,其他,369.5
士林區,233.71,,五層,住宅大樓(11層含以上有電梯),499.1
信義區,215.15,,十三層,公寓(5樓含以下無電梯),331.0
士林區,56.94,,九層,公寓(5樓含以下無電梯),403.1
北投區,202.39,,十一層,店面(店鋪),638.0
中山區,245.02,,四層,其他,288.7
萬華區,187.23,,二十一層,套房(1房1廳1衛),570.8
北投區,120.72,,十一層,公寓(5樓含以下無電梯),347.3
信義區,203.46,,二十一層,店面(店鋪),831.7
大安區,89.03,,五層,華廈(10層含以下有電梯),505.6
文山區,10.46,,十一層,店面(店鋪),625.2
文山區,69.33,,五層,公寓(5樓含以下無電梯),247.5
北投區,278.98,,十五層,住宅大樓(11層含以上有電梯),229.6
內湖區,285.38,,六層,透天厝,352.8
萬華區,39.15,,四層,透天厝,568.4
大安區,27.0,,十八層,套房(1房1廳1衛),612.7
中正區,371.88,,三層,透天厝,423.5
南港區,62.37,,四層,其他,244.8
北投區,30.84,,八層,套房(1房1廳1衛),90.5
大同區,119.67,,地下一層,辦公商業大樓,70.6
中正區,48.18,,十二層,其他,245.1
士林區,177.13,,十一層,公寓(5樓含以下無電梯),507.7
文山區,190.14,,四層,套房(1房1廳1衛),145.5
大同區,63.91,,三層,店面(店鋪),544.4
松山區,230.95,,十八層,公寓(5樓含以下無電梯),772.0
南港區,86.76,,十層,其他,260.8
大同區,15.97,,十八層,其他,470.2
大同區,49.53,,二層,廠辦,239.5
士林區,243.33,,十二層,透天厝,489.7
大同區,77.79,,十一層,套房(1房1廳1衛),251.8
內湖區,223.73,,十五層,住宅大樓(11層含以上有電梯),266.5
士林區,47.09,,五層,辦公商業大樓,507.7
大同區,189.6,,十五層,華廈(10層含以下有電梯),227.1
南港區,11.62,,六層,套房(1房1廳1衛),176.5
文山區,92.44,,五層,廠辦,225.2
大同區,140.06,,地下層,華廈(10層含以下有電梯),-30.9
信義區,413.49,,十一層,透天厝,537.0
中正區,164.2,,十一層,透天厝,520.8
中山區,292.17,,十層,廠辦,379.4
松山區,251.25,,全,公寓(5樓含以下無電梯),505.2
中山區,120.04,,十三層,住宅大樓(11層含以上有電梯),430.2
信義區,306.78,,九層,公寓(5樓含以下無電梯),360.9
中山區,95.45,,十一層,透天厝,532.1
萬華區,64.91,,一層,店面(店鋪),926.9
信義區,75.16,,地下一層,廠辦,-7.3
南港區,249.64,,十八層,辦公商業大樓,749.3
北投區,240.51,,六層,透天厝,307.5
文山區,317.96,,十二層,住宅大樓(11層含以上有電梯),356.3
中正區,70.7,,十層,華廈(10層含以下有電梯),425.7
內湖區,31.67,,九層,辦公商業大樓,396.5
北投區,103.81,,十二層,辦公商業大樓,359.2
萬華區,3.93,,十一層,廠辦,554.7
信義區,62.77,,五層,店面(店鋪),620.0
中正區,279.54,,六層,公寓(5樓含以下無電梯),335.2
大安區,373.32,,四層,店面(店鋪),768.2
中山區,40.31,,五層,華廈(10層含以下有電梯),413.6
松山區,110.49,,三層,華廈(10層含以下有電梯),508.9
大同區,18.21,,五層,店面(店鋪),556.6
萬華區,264.07,,八層,廠辦,452.0
文山區,241.97,,十二層,住宅大樓(11層含以上有電梯),349.9
中正區,24.78,,地下層,透天厝,38.9
松山區,260.44,,七層,廠辦,462.1
萬華區,199.92,,一層,華廈(10層含以下有電梯),712.0
松山區,129.94,,地下一層,華廈(10層含以下有電梯),206.3
南港區,33.01,,十四層,店面(店鋪),563.1
萬華區,21.89,,三層,華廈(10層含以下有電梯),523.4
南港區,123.91,,三層,公寓(5樓含以下無電梯),318.5
中山區,102.69,,七層,公寓(5樓含以下無電梯),367.8
南港區,115.98,,三層,公寓(5樓含以下無電梯),317.8
中山區,260.64,,全,透天厝,473.4
中山區,314.24,,十三層,華廈(10層含以下有電梯),418.7
中正區,148.86,,三層,華廈(10層含以下有電梯),389.8
大安區,143.68,,地下層,套房(1房1廳1衛),-43.6
萬華區,19.93,,地下一層,廠辦,137.1
中山區,243.96,,十四層,公寓(5樓含以下無電梯),325.5
南港區,223.52,,十三層,辦公商業大樓,434.5
文山區,11.56,,六層,公寓(5樓含以下無電梯),218.9
萬華區,325.33,,一層,住宅大樓(11層含以上有電梯),750.3
北投區,166.07,,三層,廠辦,212.1
松山區,50.33,,十層,公寓(5樓含以下無電梯),488.7
松山區,20.58,,二十一層,透天厝,732.3
南港區,155.03,,七層,公寓(5樓含以下無電梯),343.6
士林區,146.47,,四層,住宅大樓(11層含以上有電梯),504.3
南港區,78.5,,十四層,店面(店鋪),566.9
中山區,220.44,,十二層,其他,276.6
萬華區,190.36,,十五層,公寓(5樓含以下無電梯),378.2
松山區,154.25,,十三層,華廈(10層含以下有電梯),510.7
松山區,271.65,,七層,套房(1房1廳1衛),362.6
中山區,63.31,,七層,辦公商業大樓,474.1
松山區,98.48,,八層,華廈(10層含以下有電梯),498.1
北投區,192.64,,十二層,透天厝,329.7
萬華區,138.0,,十五層,華廈(10層含以下有電梯),431.5
松山區,113.64,,八層,店面(店鋪),725.6
南港區,415.88,,十二層,公寓(5樓含以下無電梯),361.4
北投區,170.23,,五層,華廈(10層含以下有電梯),310.3
松山區,351.28,,一層,住宅大樓(11層含以上有電梯),730.6
信義區,246.32,,十三層,店面(店鋪),617.5
北投區,302.65,,地下層,店面(店鋪),176.2
中正區,116.98,,十層,華廈(10層含以下有電梯),429.6
大同區,154.36,,七層,店面(店鋪),574.5
內湖區,107.38,,八層,套房(1房1廳1衛),138.5
南港區,63.06,,十八層,華廈(10層含以下有電梯),681.6
南港區,193.24,,全,透天厝,439.2
大安區,394.92,,十五層,廠辦,331.8
中山區,205.44,,七層,店面(店鋪),660.3
南港區,305.52,,十層,透天厝,448.9
北投區,31.14,,十三層,公寓(5樓含以下無電梯),223.1
信義區,266.16,,二層,廠辦,317.3
文山區,98.18,,一層,店面(店鋪),691.6
文山區,205.78,,九層,套房(1房1廳1衛),138.6
內湖區,42.99,,十四層,廠辦,211.7
中正區,367.84,,五層,店面(店鋪),650.3
松山區,128.66,,一層,辦公商業大樓,736.1
中山區,299.01,,十層,套房(1房1廳1衛),279.5
松山區,80.88,,全,其他,394.0
士林區,115.64,,地下層,公寓(5樓含以下無電梯),32.3
萬華區,65.95,,十八層,透天厝,852.7
南港區,180.35,,六層,公寓(5樓含以下無電梯),315.4
萬華區,109.76,,全,辦公商業大樓,624.9
內湖區,128.92,,八層,廠辦,240.8
文山區,207.85,,全,透天厝,358.1
信義區,177.46,,十五層,透天厝,300.9
士林區,159.82,,五層,透天厝,480.2
中山區,4.26,,地下層,透天厝,54.2
大安區,96.57,,二十一層,公寓(5樓含以下無電梯),648.5
內湖區,321.34,,二層,套房(1房1廳1衛),170.5
內湖區,55.68,,二層,住宅大樓(11層含以上有電梯),358.4
中正區,327.17,,一層,店面(店鋪),804.6
大同區,163.17,,十二層,店面(店鋪),571.2
內湖區,51.35,,地下層,店面(店鋪),196.6
南港區,95.89,,地下層,住宅大樓(11層含以上有電梯),46.0
中正區,330.84,,三層,公寓(5樓含以下無電梯),347.3
大安區,244.11,,二十一層,辦公商業大樓,770.5
北投區,239.25,,二十一層,其他,361.3
萬華區,200.28,,十四層,公寓(5樓含以下無電梯),449.1
南港區,84.53,,十三層,套房(1房1廳1衛),188.5
萬華區,509.06,,十八層,公寓(5樓含以下無電梯),817.2
大同區,58.61,,二十一層,透天厝,548.7
北投區,84.62,,十層,廠辦,247.8
中山區,18.16,,地下層,其他,-114.3
大同區,192.45,,十層,華廈(10層含以下有電梯),371.5
大同區,396.8,,六層,華廈(10層含以下有電梯),338.3
中正區,40.4,,二十一層,辦公商業大樓,648.5
信義區,233.43,,十三層,華廈(10層含以下有電梯),390.2
士林區,189.19,,地下層,透天厝,111.2
士林區,310.2,,二十一層,廠辦,595.8
中山區,19.72,,六層,公寓(5樓含以下無電梯),330.5
松山區,424.46,,四層,住宅大樓(11層含以上有電梯),591.5
內湖區,175.96,,二十一層,辦公商業大樓,604.2
信義區,178.15,,十二層,套房(1房1廳1衛),223.6
中正區,303.26,,八層,其他,238.3
中山區,349.99,,七層,住宅大樓(11層含以上有電梯),473.9
內湖區,108.49,,十八層,廠辦,559.4
士林區,202.89,,十一層,店面(店鋪),793.7
文山區,308.64,,十八層,公寓(5樓含以下無電梯),562.2
中山區,52.15,,十八層,住宅大樓(11層含以上有電梯),737.1
內湖區,6.9,,十四層,店面(店鋪),516.8
大同區,117.76,,七層,住宅大樓(11層含以上有電梯),373.0
中正區,13.67,,地下層,辦公商業大樓,74.9
士林區,37.32,,十四層,透天厝,422.3
松山區,201.34,,十一層,住宅大樓(11層含以上有電梯),659.0
中正區,25.72,,十層,住宅大樓(11層含以上有電梯),449.7
內湖區,223.73,,十層,辦公商業大樓,434.8
信義區,76.38,,地下層,住宅大樓(11層含以上有電梯),51.2
中正區,80.29,,四層,公寓(5樓含以下無電梯),354.9
信義區,139.62,,十八層,辦公商業大樓,746.9
北投區,78.23,,四層,套房(1房1廳1衛),132.8
中山區,15.62,,三層,辦公商業大樓,447.6
大安區,148.05,,十二層,套房(1房1廳1衛),330.7
士林區,300.18,,十八層,套房(1房1廳1衛),589.2
萬華區,187.92,,二十一層,透天厝,768.2
士林區,94.96,,一層,透天厝,632.5
大安區,193.58,,六層,華廈(10層含以下有電梯),490.6
士林區,306.91,,十三層,華廈(10層含以下有電梯),459.6
中山區,163.12,,地下層,公寓(5樓含以下無電梯),-5.2
大安區,56.09,,三層,華廈(10層含以下有電梯),486.9
中正區,173.75,,十八層,公寓(5樓含以下無電梯),644.8
信義區,110.45,,十五層,其他,125.5
萬華區,225.68,,四層,其他,414.3
南港區,221.73,,七層,店面(店鋪),633.1
內湖區,23.3,,十八層,透天厝,649.2
士林區,156.83,,地下一層,廠辦,62.8
北投區,62.13,,二十一層,廠辦,419.3
信義區,257.68,,全,廠辦,354.5
文山區,86.13,,三層,住宅大樓(11層含以上有電梯),318.4
萬華區,13.57,,七層,住宅大樓(11層含以上有電梯),572.9
信義區,118.83,,七層,廠辦,323.1
松山區,77.13,,二層,華廈(10層含以下有電梯),510.5
南港區,185.22,,二層,店面(店鋪),611.8
中正區,134.18,,六層,廠辦,298.8
中山區,65.15,,七層,套房(1房1廳1衛),239.9
松山區,249.72,,地下層,辦公商業大樓,217.1
北投區,276.3,,十三層,住宅大樓(11層含以上有電梯),329.1
中正區,203.22,,八層,套房(1房1廳1衛),202.2
北投區,259.42,,十四層,辦公商業大樓,322.2
士林區,36.04,,八層,其他,274.3
文山區,139.89,,地下層,透天厝,-45.3
南港區,103.64,,十一層,透天厝,504.2
南港區,230.68,,四層,住宅大樓(11層含以上有電梯),441.3
信義區,354.83,,地下一層,店面(店鋪),324.3
信義區,163.69,,九層,套房(1房1廳1衛),224.2
信義區,47.55,,十一層,辦公商業大樓,543.3
中山區,74.56,,十一層,住宅大樓(11層含以上有電梯),543.1
士林區,284.67,,六層,其他,297.2
中山區,119.79,,地下一層,店面(店鋪),326.3
內湖區,348.25,,十四層,華廈(10層含以下有電梯),319.2
大同區,30.33,,全,其他,202.9
北投區,99.26,,全,透天厝,345.6
萬華區,72.95,,十二層,公寓(5樓含以下無電梯),488.5
萬華區,179.93,,五層,其他,397.9
大同區,28.09,,三層,住宅大樓(11層含以上有電梯),343.0
信義區,436.67,,十五層,廠辦,225.7
北投區,69.33,,三層,廠辦,204.0
大同區,77.15,,三層,公寓(5樓含以下無電梯),261.7
松山區,284.85,,全,公寓(5樓含以下無電梯),508.1
大安區,222.72,,二十一層,透天厝,731.8
南港區,331.57,,三層,套房(1房1廳1衛),211.2
大安區,115.7,,十八層,辦公商業大樓,854.5
南港區,98.06,,七層,套房(1房1廳1衛),214.1
內湖區,397.49,,地下一層,套房(1房1廳1衛),-131.7
信義區,426.11,,八層,華廈(10層含以下有電梯),398.5
萬華區,195.22,,三層,透天厝,553.0
士林區,92.57,,十五層,透天厝,357.0
大同區,105.21,,四層,廠辦,268.3
萬華區,87.31,,七層,其他,396.7
大安區,124.9,,六層,華廈(10層含以下有電梯),484.9
北投區,417.88,,四層,廠辦,261.7
南港區,232.27,,九層,公寓(5樓含以下無電梯),347.8
北投區,369.15,,三層,公寓(5樓含以下無電梯),253.3
松山區,105.04,,十二層,華廈(10層含以下有電梯),526.9
中正區,270.8,,三層,套房(1房1廳1衛),217.6
中正區,175.6,,地下一層,其他,-66.9
大同區,29.96,,全,住宅大樓(11層含以上有電梯),385.3
中山區,283.51,,十三層,公寓(5樓含以下無電梯),358.5
大安區,290.62,,十四層,套房(1房1廳1衛),292.6
信義區,17.83,,十二層,其他,237.8
士林區,195.67,,十層,住宅大樓(11層含以上有電梯),522.4
大同區,77.61,,二十一層,華廈(10層含以下有電梯),535.2
士林區,456.28,,一層,廠辦,565.8
士林區,188.11,,十一層,店面(店鋪),792.5
內湖區,344.6,,一層,辦公商業大樓,576.2
中正區,208.11,,十二層,店面(店鋪),639.4
士林區,61.35,,四層,透天厝,484.5
內湖區,220.8,,十二層,套房(1房1廳1衛),176.2
南港區,7.88,,八層,辦公商業大樓,408.6
信義區,395.02,,四層,廠辦,352.3
文山區,74.97,,二層,店面(店鋪),520.3
松山區,84.16,,四層,華廈(10層含以下有電梯),535.2
南港區,20.91,,十八層,辦公商業大樓,730.1
信義區,211.99,,十二層,店面(店鋪),635.0
松山區,277.61,,一層,廠辦,614.8
北投區,235.63,,十二層,公寓(5樓含以下無電梯),260.6
南港區,290.95,,十八層,其他,546.1
大安區,217.63,,地下一層,店面(店鋪),422.4
南港區,108.82,,十五層,華廈(10層含以下有電梯),273.2
內湖區,277.92,,五層,華廈(10層含以下有電梯),360.9
信義區,153.77,,五層,華廈(10層含以下有電梯),401.4
北投區,486.8,,十二層,店面(店鋪),565.6
士林區,163.63,,十四層,辦公商業大樓,469.9
松山區,563.49,,六層,店面(店鋪),765.3
大安區,350.52,,七層,透天厝,549.1
文山區,176.2,,九層,公寓(5樓含以下無電梯),260.8
中正區,163.06,,十三層,店面(店鋪),615.3
大同區,161.7,,一層,透天厝,515.2
士林區,35.96,,十一層,辦公商業大樓,605.5
松山區,301.6,,四層,店面(店鋪),779.7
士林區,319.04,,二層,廠辦,385.0
中山區,254.8,,二十一層,套房(1房1廳1衛),449.2
信義區,11.01,,十一層,透天厝,503.3
中山區,209.05,,二層,店面(店鋪),642.4
松山區,58.09,,八層,住宅大樓(11層含以上有電梯),522.5
內湖區,6.61,,二十一層,套房(1房1廳1衛),355.7
大安區,146.22,,二層,華廈(10層含以下有電梯),498.8
北投區,27.44,,十層,透天厝,339.9
大同區,226.81,,八層,套房(1房1廳1衛),139.7
士林區,101.13,,三層,廠辦,362.4
大同區,116.73,,二十一層,其他,383.9
松山區,148.44,,二層,華廈(10層含以下有電梯),516.4
文山區,76.08,,十三層,廠辦,206.0
萬華區,261.59,,六層,廠辦,453.8
萬華區,89.98,,十三層,公寓(5樓含以下無電梯),469.5
南港區,33.06,,二層,其他,218.2
北投區,60.77,,六層,辦公商業大樓,329.3
中山區,57.01,,九層,透天厝,434.4
文山區,31.29,,七層,套房(1房1廳1衛),126.2
中山區,141.0,,十三層,其他,249.6
萬華區,160.96,,四層,店面(店鋪),789.8
內湖區,36.68,,十四層,廠辦,211.2
大同區,233.67,,五層,辦公商業大樓,400.4
萬華區,134.43,,九層,公寓(5樓含以下無電梯),495.4
北投區,163.76,,一層,住宅大樓(11層含以上有電梯),495.3
文山區,273.51,,十二層,住宅大樓(11層含以上有電梯),352.5
大安區,141.16,,全,套房(1房1廳1衛),353.9
信義區,179.72,,十一層,廠辦,420.5
士林區,32.0,,十八層,辦公商業大樓,801.1
內湖區,237.49,,六層,其他,179.0
信義區,122.02,,十層,華廈(10層含以下有電梯),425.3
大安區,515.61,,十五層,辦公商業大樓,475.8
中正區,157.37,,地下一層,廠辦,4.4
北投區,49.71,,七層,其他,152.1
信義區,212.48,,六層,透天厝,397.6
中山區,88.02,,七層,套房(1房1廳1衛),241.8
文山區,89.12,,十八層,公寓(5樓含以下無電梯),543.8
文山區,69.78,,十四層,華廈(10層含以下有電梯),257.7
信義區,142.57,,八層,辦公商業大樓,426.7
北投區,224.16,,一層,辦公商業大樓,524.6
文山區,543.46,,十八層,廠辦,557.7
內湖區,183.47,,十三層,透天厝,350.1
南港區,79.64,,十八層,廠辦,601.2
信義區,282.74,,地下一層,辦公商業大樓,144.0
中山區,136.6,,二十一層,店面(店鋪),847.9
大同區,203.4,,八層,其他,165.5
大同區,23.41,,十層,住宅大樓(11層含以上有電梯),385.1
士林區,443.91,,全,住宅大樓(11層含以上有電梯),542.9
南港區,264.22,,三層,華廈(10層含以下有電梯),387.9
內湖區,96.53,,六層,其他,167.2
內湖區,255.02,,二層,辦公商業大樓,399.3
大同區,215.25,,六層,店面(店鋪),549.3
文山區,4.44,,十三層,華廈(10層含以下有電梯),281.9
士林區,93.11,,十三層,華廈(10層含以下有電梯),441.7
士林區,303.94,,地下一層,店面(店鋪),383.2
南港區,320.31,,八層,住宅大樓(11層含以上有電梯),410.6
中山區,93.98,,地下一層,公寓(5樓含以下無電梯),40.3
中山區,106.78,,五層,店面(店鋪),645.4
萬華區,284.77,,十一層,辦公商業大樓,712.1
北投區,89.94,,十三層,透天厝,300.7
南港區,69.24,,八層,住宅大樓(11層含以上有電梯),389.5
中正區,308.08,,十二層,店面(店鋪),647.8
北投區,71.71,,八層,其他,121.6
大同區,88.23,,地下一層,公寓(5樓含以下無電梯),-41.6
文山區,178.07,,八層,辦公商業大樓,340.5
內湖區,156.9,,十八層,其他,490.7
中山區,159.83,,二十一層,華廈(10層含以下有電梯),623.6
大同區,198.16,,四層,住宅大樓(11層含以上有電梯),385.7
北投區,67.32,,七層,公寓(5樓含以下無電梯),250.5
信義區,196.76,,十三層,套房(1房1廳1衛),204.8
大同區,30.25,,二十一層,店面(店鋪),757.5
中山區,164.32,,十八層,廠辦,636.8
士林區,19.84,,地下一層,住宅大樓(11層含以上有電梯),160.9
北投區,235.55,,全,華廈(10層含以下有電梯),342.0
大同區,365.27,,二十一層,住宅大樓(11層含以上有電梯),587.1
內湖區,346.21,,地下層,住宅大樓(11層含以上有電梯),22.9
信義區,232.54,,十五層,套房(1房1廳1衛),108.1
信義區,214.46,,一層,辦公商業大樓,616.2
北投區,93.56,,五層,廠辦,222.0
中正區,217.63,,十層,套房(1房1廳1衛),255.6
信義區,96.34,,十四層,廠辦,267.2
內湖區,24.47,,十三層,辦公商業大樓,373.7
士林區,259.61,,六層,住宅大樓(11層含以上有電梯),477.5
中山區,335.39,,六層,店面(店鋪),640.8
大安區,102.96,,七層,華廈(10層含以下有電梯),513.3
大安區,368.17,,十層,廠辦,473.7
內湖區,72.91,,十二層,華廈(10層含以下有電梯),346.2
北投區,98.05,,全,辦公商業大樓,382.5
南港區,104.68,,十四層,住宅大樓(11層含以上有電梯),370.7
北投區,263.62,,十三層,華廈(10層含以下有電梯),300.3
北投區,278.97,,十三層,辦公商業大樓,353.5
萬華區,46.31,,八層,透天厝,530.7
信義區,394.93,,十層,其他,293.5
信義區,38.89,,二十一層,套房(1房1廳1衛),409.3
大同區,74.08,,十一層,透天厝,448.9
大同區,51.43,,地下一層,廠辦,-68.9
內湖區,279.13,,六層,廠辦,255.3
士林區,87.51,,地下層,華廈(10層含以下有電梯),87.6
文山區,438.38,,十四層,公寓(5樓含以下無電梯),230.9
信義區,284.5,,九層,公寓(5樓含以下無電梯),359.0
中正區,47.07,,十三層,透天厝,394.4
大安區,43.64,,十層,套房(1房1廳1衛),346.0
松山區,350.03,,六層,透天厝,536.2
內湖區,86.53,,十三層,住宅大樓(11層含以上有電梯),354.7
信義區,310.86,,十三層,廠辦,314.8
士林區,415.65,,十五層,廠辦,287.1
大同區,26.27,,地下層,華廈(10層含以下有電梯),-40.4
南港區,124.39,,一層,住宅大樓(11層含以上有電梯),577.6
松山區,235.19,,十五層,廠辦,335.9
士林區,197.7,,九層,透天厝,487.6
士林區,196.46,,五層,住宅大樓(11層含以上有電梯),495.9
中山區,276.55,,十八層,套房(1房1廳1衛),545.8
中山區,331.03,,十四層,其他,235.8
大安區,199.88,,十三層,華廈(10層含以下有電梯),497.1
松山區,265.93,,十八層,透天厝,847.6
信義區,75.05,,五層,店面(店鋪),621.0
萬華區,115.04,,十層,住宅大樓(11層含以上有電梯),601.4
大同區,107.28,,二層,辦公商業大樓,378.2
萬華區,114.46,,二層,其他,380.8
北投區,13.51,,全,廠辦,241.5
中山區,86.15,,二十一層,華廈(10層含以下有電梯),617.4
大安區,244.64,,地下一層,辦公商業大樓,250.5
南港區,335.23,,地下層,華廈(10層含以下有電梯),38.3
中正區,235.53,,十三層,公寓(5樓含以下無電梯),337.4
松山區,130.02,,全,公寓(5樓含以下無電梯),495.1
士林區,221.34,,三層,套房(1房1廳1衛),272.0
中山區,69.7,,十五層,套房(1房1廳1衛),116.2
大安區,48.45,,十八層,辦公商業大樓,848.9
內湖區,78.59,,六層,華廈(10層含以下有電梯),320.4
文山區,304.75,,二十一層,套房(1房1廳1衛),342.5
